,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Poster,Metascore,imdbRating,BoxOffice,Production
289,Bo Gia,2021,N/A,12 Mar 2021,128 min,"Comedy, Drama, Family","Tran Thanh, Ngoc Dang Vu","Ho Thuc An, Nhi Bui","Viet Anh, Aquay, Che Nguyen Quynh Chau","It centers around Sang, an old motorbike rider who lives in a low-income neighborhood in HCMC. Although Sang is poor and suffers from an illness, he always sacrifices himself for his family.",Vietnamese,https://m.media-amazon.com/images/M/MV5BY2ExMDIwYzAtOWE4YS00ZThkLTk1MDQtZTQ4YjViNzNlODk5XkEyXkFqcGdeQXVyNDc0Njc1NTY@._V1_SX300.jpg,N/A,6.8,"$308,976",N/A
290,Dutch,1991,PG-13,19 Jul 1991,107 min,"Comedy, Drama",Peter Faiman,John Hughes,"Ed O'Neill, Ethan Embry, JoBeth Williams","To get to know his girlfriend's son, a working-class good guy volunteers to pick him up from his prep school, only to learn that he isn't the nicest young man.",English,https://m.media-amazon.com/images/M/MV5BYmMzY2FhOTgtNjA1OC00ODIyLTgzNWYtMjMwNzUxZDA3NmY1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,N/A,6.5,"$303,556",N/A
291,Final Account,2020,PG-13,21 May 2021,94 min,Documentary,Luke Holland,N/A,N/A,"An urgent portrait of the last living generation of Hitler's Third Reich in never-before-seen interviews raising vital questions about authority, conformity, national identity, and their own roles in the greatest human crimes in hist",German,https://m.media-amazon.com/images/M/MV5BNzkxNGJlZTYtZjNkNS00M2Y3LWE4MjAtNmJkMTE0ODgzY2E2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,74,6.8,N/A,"Two Cities Films Ltd., Cineguild"
292,Nuevo orden,2020,R,21 May 2021,86 min,"Crime, Drama, Thriller",Michel Franco,Michel Franco,"Naian González Norvind, Fernando Cuautle, Diego Boneta",A lavish high-society wedding unexpectedly turns into a class struggle that leads to a violent coup.,"Spanish, English",https://m.media-amazon.com/images/M/MV5BOTcwNmM5MWItYmU5Mi00NmFkLWEwNmMtNWUxY2U1NTIzOWIwXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,62,6.4,"$282,332",N/A
293,Blithe Spirit,1945,Not Rated,14 May 1945,96 min,"Comedy, Fantasy",David Lean,"David Lean, Ronald Neame, Anthony Havelock-Allan","Rex Harrison, Constance Cummings, Kay Hammond",A man and his second wife are haunted by the ghost of his first wife.,"English, Spanish",https://m.media-amazon.com/images/M/MV5BN2FiNmJmN2MtNGYyOS00YzI2LWFjMTItZDUxZWFkNzg2MTUyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,7.1,"$264,626","WNET, ACT III Productions, Maramara Films, Artemis Rising Foundation"
294,American Skin,2019,R,15 Jan 2021,89 min,"Drama, Thriller",Nate Parker,Nate Parker,"Nate Parker, Omari Hardwick, Beau Knapp","A Marine veteran working as a school janitor tries to mend his relationship with his son after a divorce. When his son is killed by a police officer found innocent without standing trial, he takes matters into his own hands.",English,https://m.media-amazon.com/images/M/MV5BZDc4ZWU0NTgtNmIxNy00Yjk1LTg0OTctMWMxZjNjZjZhYmQ2XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,24,6.8,"$254,775",N/A
295,Rita Moreno: Just a Girl Who Decided to Go for It,2021,PG-13,18 Jun 2021,90 min,Documentary,Mariem Pérez Riera,N/A,"Morgan Freeman, Marlon Brando, Lin-Manuel Miranda",A look at the life and work of Rita Moreno from her humble beginnings in Puerto Rico to her success on Broadway and in Hollywood.,English,https://m.media-amazon.com/images/M/MV5BZDI2NTNlYmYtYWI2MC00ZTM2LTkzZjYtNTVhMzc3MmRjNjhlXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,79,7.7,"$14,230,455",N/A
296,Once I Was Engaged,2021,N/A,21 Jul 2021,107 min,Comedy,"Maclain Nelson, Stephen Shimek",Maclain Nelson,"Bart Johnson, Paris Warner, Clare Niederpruem","When Bree Carrington gets engaged while at BYU Hawaii, her loving but over-the-top mom goes all out to create the wedding of the century. But both mother and daughter must overcome the pressure of perfection when this happily ever af",N/A,https://m.media-amazon.com/images/M/MV5BYTdhMTIxYmMtMmM4YS00ODllLWE1M2YtMWUwMTk5MDVmYTJjXkEyXkFqcGdeQXVyNzc0MTgzMzU@._V1_SX300.jpg,N/A,7.1,"$2,160,710",Green/Renzi
297,Supernova,2000,PG-13,14 Jan 2000,90 min,"Horror, Sci-Fi, Thriller",Walter Hill,"William Malone, Daniel Chuba, David C. Wilson","James Spader, Peter Facinelli, Robin Tunney",A deep space rescue and recovery spaceship with a crew of 6 receives a distress call from a mining operation 3432 light years away. A rescue operation via dimension jump is made. Bad idea.,English,https://m.media-amazon.com/images/M/MV5BMTgwMjI4OTU4MF5BMl5BanBnXkFtZTcwOTk3MTE3NA@@._V1_SX300.jpg,19,4.9,"$232,641,920",N/A
298,Limbo,1999,R,07 Jul 1999,126 min,"Adventure, Drama, Thriller",John Sayles,John Sayles,"David Strathairn, Mary Elizabeth Mastrantonio, Vanessa Martinez","In an economically devastated Alaskan town, a fisherman with a troublesome past dates a woman whose young daughter does not approve of him. When he witnesses the murder of his shady brother, he, the woman and the kid run to the wilde",English,https://m.media-amazon.com/images/M/MV5BZTQwMGUzZDUtMGM2NC00ZDQ2LTg3NWEtNjZmZjNiOTU0OTM2XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,68,7.0,"$214,390",N/A
299,Doctor Strange,2016,PG-13,04 Nov 2016,115 min,"Action, Adventure, Fantasy",Scott Derrickson,"Jon Spaihts, Scott Derrickson, C. Robert Cargill","Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams","While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.",English,https://m.media-amazon.com/images/M/MV5BNjgwNzAzNjk1Nl5BMl5BanBnXkFtZTgwMzQ2NjI1OTE@._V1_SX300.jpg,72,7.5,"$211,467","Société Nouvelle de Cinématographie (SNC), Tritone Cinematografica"
300,Together,2021,R,27 Aug 2021,92 min,"Comedy, Drama","Stephen Daldry, Justin Martin",Dennis Kelly,"James McAvoy, Sharon Horgan, Samuel Logan",A husband and wife are forced to re-evaluate themselves and their relationship through the reality of the COVID-19 lockdown.,English,https://m.media-amazon.com/images/M/MV5BMzg4YjZhOTEtZmI0NC00M2ExLThhMzUtNGVmN2UzODNmMDIxXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,59,7.1,"$204,513",N/A
301,La piscine,1969,GP,01 Aug 1970,122 min,"Crime, Drama, Romance",Jacques Deray,"Jean-Claude Carrière, Jacques Deray, Alain Page","Alain Delon, Romy Schneider, Maurice Ronet","Lovers Marianne and Jean-Paul spend their vacation in a villa on the French Riviera near St-Tropez. Marianne invites her former lover, Harry, and his teenage daughter to stay. Tension rises between them, especially when Jean-Paul sed","French, English",https://m.media-amazon.com/images/M/MV5BZjIyZmI3NzMtYmFlMi00ODlmLWJhMDEtM2IxMWRmOWFlN2JkXkEyXkFqcGdeQXVyNDE0OTU3NDY@._V1_SX300.jpg,N/A,7.1,"$191,996",N/A
302,Ailey,2021,PG-13,23 Jul 2021,82 min,Documentary,Jamila Wignot,N/A,"Judith Jamison, Alvin Ailey, Bill T. Jones","An immersive portrait of dance pioneer Alvin Ailey, told through his own words and a new dance inspired by his life.",English,https://m.media-amazon.com/images/M/MV5BZDAzOWYzN2ItMTM0MS00OWU5LTkwZjctMjcwMTJmMmU0ZWVkXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,79,6.8,N/A,N/A
303,The Resort,2021,N/A,12 Jul 2021,75 min,Horror,Taylor Chien,Taylor Chien,"Bianca Haase, Brock O'Hurn, Michael Vlamis","Four friends head to Hawaii to investigate reports of a haunting at an abandoned resort in hopes of finding the infamous Half-Faced Girl. When they arrive, they soon learn you should be careful what you wish for.",English,https://m.media-amazon.com/images/M/MV5BZWUzNDRmZDQtMmQ3Yi00YmJiLWFmMGEtNGZjMmFiZjIxYWM1XkEyXkFqcGdeQXVyMTEyNDk3MjY3._V1_SX300.jpg,N/A,3.0,N/A,N/A
304,Délicieux,2021,N/A,08 Sep 2021,112 min,Comedy,Éric Besnard,"Éric Besnard, Nicolas Boukhrief","Grégory Gadebois, Isabelle Carré, Benjamin Lavernhe","France, 1789, just before the Revolution. With the help of a surprising young woman, a chef who has been sacked by his master finds the strength to free himself from his position as a servant and opens the first restaurant.",French,https://m.media-amazon.com/images/M/MV5BMmVjODI0OWMtMjNiNi00NWZhLThmMTAtOTM2YmM2MzhjNTI5XkEyXkFqcGdeQXVyMzAzMzkzNTU@._V1_SX300.jpg,N/A,7.0,"$166,403","The Population, Loki Films, Sony Pictures Worldwide Acquisitions (SPWA), Black Bear Pictures, Zafiro Cinema"
305,Beans,2020,N/A,05 Nov 2021,92 min,Drama,Tracey Deer,"Tracey Deer, Meredith Vuchnich","Kiawentiio, Violah Beauvais, Rainbow Dickerson","Based on true events, Tracey Deer's debut feature chronicles the 78-day standoff between two Mohawk communities and government forces in 1990 in Quebec.",English,https://m.media-amazon.com/images/M/MV5BMmUwMDdmNTktZmJlNS00NWY2LWJjYWUtYTZiZjBjZWQ3YmJiXkEyXkFqcGdeQXVyMTI4NDMxNzYz._V1_SX300.jpg,N/A,6.9,"$156,552",N/A
306,I Carry You with Me,2020,R,08 Jul 2021,111 min,Drama,Heidi Ewing,"Heidi Ewing, Alan Page","Armando Espitia, Christian Vazquez, Michelle Rodríguez","Ambition and societal pressure propel an aspiring chef to leave his soulmate in Mexico and make the treacherous journey to New York, where life will never be the same.","Spanish, English",https://m.media-amazon.com/images/M/MV5BZGIwZjNjNzctYzMxMi00OTVjLWI5ODAtNTM4NGNhNjNiZWVlXkEyXkFqcGdeQXVyOTgxNDIzMTY@._V1_SX300.jpg,76,6.4,"$146,329",N/A
307,Shiva Baby,2020,Not Rated,02 Apr 2021,77 min,"Comedy, Drama",Emma Seligman,Emma Seligman,"Rachel Sennott, Danny Deferrari, Fred Melamed","At a Jewish funeral service with her parents, a college student runs into her sugar daddy.",English,https://m.media-amazon.com/images/M/MV5BM2Y5ZDg1MmMtNjJkYS00NmEzLTk0ZjAtMGUxOTIyMDVlNzM1XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,79,7.2,"$257,252",Renaissance Pictures
308,SAS: Red Notice,2021,R,16 Mar 2021,124 min,"Action, Thriller",Magnus Martens,"Laurence Malkin, Andy McNab","Sam Heughan, Ruby Rose, Andy Serkis",A small army of well trained criminals led by Grace Lewis have hijacked a train deep beneath the English Channel.,"English, French",https://m.media-amazon.com/images/M/MV5BYzVjMWU4OGUtNGEyZS00MjJiLWIzNTMtNDk1NDdmMDUwYTAyXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg,N/A,5.1,"$142,817",N/A
309,The Reckoning,2002,R,04 Jun 2004,112 min,"Crime, Drama, Mystery",Paul McGuigan,"Barry Unsworth, Mark Mills","Willem Dafoe, Paul Bettany, Marián Aguilera","A priest on the lam takes up with a traveling band of actors, who then discover a murder has occurred and try to solve it by recreating the crime in a play.","English, Latin",https://m.media-amazon.com/images/M/MV5BMTI3NTY5Mzk0N15BMl5BanBnXkFtZTcwOTA1MDUyMQ@@._V1_SX300.jpg,49,6.5,"$1,012,153",N/A
310,Held,2020,N/A,09 Apr 2021,94 min,"Horror, Mystery, Thriller","Travis Cluff, Chris Lofing",Jill Awbrey,"Jill Awbrey, Bart Johnson, Travis Cluff",A couple's ailing marriage is put to the test when they are held hostage in an isolated vacation rental by an unseen Voice that commands their every move.,English,https://m.media-amazon.com/images/M/MV5BOGQ1YTIzMWItNGJlOC00ZmZhLTk3MTEtNmYyNWQ0M2JhNWQxXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,46,5.2,"$132,500",N/A
311,No Man's Land,2001,R,19 Sep 2001,98 min,"Comedy, Drama, War",Danis Tanovic,Danis Tanovic,"Branko Djuric, Rene Bitorajac, Filip Sovagovic","Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a","Bosnian, French, English, Serbian",https://m.media-amazon.com/images/M/MV5BMGFkNjNmZWMtNDdiOS00ZWM3LWE1ZTMtZDU3MGQyMzIyNzZhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,84,7.9,"$428,300",N/A
312,Six Minutes to Midnight,2020,PG-13,26 Mar 2021,99 min,"Drama, Thriller",Andy Goddard,"Eddie Izzard, Celyn Jones, Andy Goddard","Nigel Lindsay, Judi Dench, Eddie Izzard","UK, Aug. 15, 1939: 17 days before WWII, an English teacher and his camera disappear on a coastal boarding school with 20 German teen girls. Miller gets the job 6 days later, secretly trying to find out what happened.","German, English",https://m.media-amazon.com/images/M/MV5BZGY1YWI4NzEtNmYyMS00NWFjLTk3YTgtNTkzNWFkZDlmNmZkXkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_SX300.jpg,48,5.8,"$17,530",N/A
313,After We Fell,2021,R,03 Sep 2021,99 min,Drama,Castille Landon,"Anna Todd, Sharon Soboil","Josephine Langford, Hero Fiennes Tiffin, Louise Lombard","Just as Tessa makes the biggest decision of her life, everything changes. Revelations about her family, and then Hardin's, throw everything they knew before in doubt and makes their hard-won future together more difficult to claim.",English,https://m.media-amazon.com/images/M/MV5BMTEzN2MxZWUtYTJkYS00NjU5LTk0ZjgtNzc1OTMwNWNjZGFkXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,N/A,5.0,"$125,930",N/A
314,Gaia,2021,R,18 Jun 2021,96 min,"Drama, Fantasy, Horror",Jaco Bouwer,Tertius Kapp,"Monique Rockman, Carel Nel, Alex van Dyk",An injured forest ranger on a routine mission is saved by two off-the-grid survivalists. What is initially a welcome rescue grows more suspicious as the son and his renegade father reveal a cultish devotion to the forest.,"English, Afrikaans",https://m.media-amazon.com/images/M/MV5BMWU0MzJiMWEtOWQyYi00YTZkLWExYWEtZDZkODRlZDliOTVhXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,64,5.5,"$124,772",N/A
315,Swan Song,2021,R,13 Aug 2021,105 min,Drama,Todd Stephens,Todd Stephens,"Udo Kier, Jennifer Coolidge, Linda Evans",A formerly flamboyant hairdresser takes a long walk across a small town to style a dead woman's hair.,English,https://m.media-amazon.com/images/M/MV5BYTM4YmI5NzItNjViZS00MmE2LWE3ZWUtMTI0ZTg4ZWM2NWU4XkEyXkFqcGdeQXVyMTA2MDU0NjM5._V1_SX300.jpg,66,7.0,"$120,226",N/A
316,The Djinn,2021,R,05 Aug 2021,82 min,"Horror, Thriller","David Charbonier, Justin Powell","David Charbonier, Justin Powell","Ezra Dewey, Rob Brownstein, Tevy Poe",A mute boy is trapped in his apartment with a sinister monster when he makes a wish to fulfill his heart's greatest desire.,"English, American Sign ",https://m.media-amazon.com/images/M/MV5BYzJhZGMwMDMtNzgwYS00OWJiLWFjM2ItYWYxM2E0YTMzMzg1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,61,4.7,"$116,143",N/A
317,Walking with Herb,2021,PG,30 Apr 2021,110 min,Comedy,Ross Kagan Marks,Mark Medoff,"Edward James Olmos, George Lopez, Kathleen Quinlan","Sixty-five-year-old Joe Amable-Amo thinks nothing much in his background distinguishes him from other guys his age. He is struggling with his faith after tragedy hits. As the former amateur golfer's life continues to unfold, Joe is b",English,https://m.media-amazon.com/images/M/MV5BMDMwNTI0NjQtMmZkMy00NTFjLWJhM2UtZjI2ZTU5ZDZlNGIwXkEyXkFqcGdeQXVyNTE3NjU0Nzk@._V1_SX300.jpg,N/A,4.9,"$112,691",N/A
318,The World to Come,2020,R,02 Mar 2021,105 min,"Drama, Romance",Mona Fastvold,"Ron Hansen, Jim Shepard","Katherine Waterston, Vanessa Kirby, Casey Affleck","Somewhere along the mid-19th century American East Coast frontier, two neighboring couples battle hardship and isolation, witnessed by a splendid yet testing landscape, challenging them both physically and psychologically.",English,https://m.media-amazon.com/images/M/MV5BZDA3ZWZiNTgtYmMwYi00OWU4LWEyNjEtZjZhNWU0YmU0N2QwXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,73,6.2,"$73,000",N/A
319,The Paper Tigers,2020,PG-13,07 May 2021,108 min,"Action, Comedy",Quoc Bao Tran,Quoc Bao Tran,"Andy Le, Ron Yuan, Yuji Okumoto","Three Kung Fu prodigies have grown into washed-up, middle-aged men, now one kick away from pulling their hamstrings. But when their master is murdered, they must juggle their dead-end jobs, dad duties, and old grudges to avenge his d",English,https://m.media-amazon.com/images/M/MV5BMDE0NDM0N2EtZDE5MS00Mzk0LWE5MWMtMjliODJkOTI4Y2FkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,67,6.4,"$107,798","Skyline Entertainment, Lost Lane Entertainment, Alldayeveryday, Gigantic Pictures, Electric Panda Entertainment, ShowKat Productions"
320,Small Engine Repair,2021,R,10 Sep 2021,103 min,"Comedy, Drama",John Pollono,John Pollono,"Ashlie Atkinson, Jon Bernthal, Joshua Bitton",Events spin wildly out of control when three lifelong friends agree to do a favor on behalf of the brash young woman they all adore.,English,https://m.media-amazon.com/images/M/MV5BMWRjNTQ5MTEtNGMyYi00MGI4LWFhZjYtYmQ4MWZmMjE5YzFhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,57,6.9,"$95,643",N/A
321,The Loneliest Whale: The Search for 52,2021,PG,09 Jul 2021,96 min,"Documentary, Adventure",Joshua Zeman,"Lisa Schiller, Joshua Zeman","Kate Micucci, Joshua Zeman","Finding 52: The Search for the Loneliest Whale in the World is a feature length documentary that will take audiences on a journey to find the forgotten ""52 Hertz Whale."" Calling out at 52 Hz, a frequency unrecognized by other whales,",English,https://m.media-amazon.com/images/M/MV5BZmE1M2Q5MTUtMjY5ZS00OTNjLTkzY2QtMTljYTU1YjdlODk2XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,69,6.7,"$95,182",N/A
322,Safer at Home,2021,R,04 Mar 2021,82 min,Thriller,Will Wernick,"Will Wernick, Lia Bozonelis, John Ierardi","Alisa Allapach, Lia Bozonelis, Adwin Brown","Two years into the pandemic, a group of friends throw a wild online party. After taking ecstasy, things go terribly wrong and the safety of their homes becomes more terrifying than the raging chaos outside.",English,https://m.media-amazon.com/images/M/MV5BMGZlYjdiYjEtZjdmZi00NzJjLTg4OTMtMDY5Yjc3ODZkNjVkXkEyXkFqcGdeQXVyMjIzMTQ5NjE@._V1_SX300.jpg,35,4.2,"$69,564",N/A
323,Psycho Goreman,2020,Not Rated,10 Sep 2020,95 min,"Comedy, Horror, Sci-Fi",Steven Kostanski,Steven Kostanski,"Nita-Josee Hanna, Owen Myre, Matthew Ninaber","After unearthing a gem that controls an evil monster looking to destroy the Universe, a young girl and her brother use it to make him do their bidding.",English,https://m.media-amazon.com/images/M/MV5BOWNiMDUwYmUtZjJjNy00OTA5LThkM2QtODBkNTY2MGYyZGRlXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,67,6.3,"$90,050","Timpson Films, Film 4, Silver Salt Films, Ffilm Cymru Wales , BFI Film Fund, Rook Films"
324,Tango Shalom,2021,PG-13,11 Feb 2021,115 min,"Comedy, Family",Gabriel Bologna,"Joseph Bologna, Claudio Laniado, Jos Laniado","Lainie Kazan, Renée Taylor, Joseph Bologna","A Tango dancer and a rabbi develop a plan to enter a dance competition without sacrificing his orthodox beliefs. Family, tolerance, and community are tested one dazzling dance step at a time.",English,https://m.media-amazon.com/images/M/MV5BYzgwOTM0YjUtODZkMS00MTA4LWFlMjYtZjhmM2RkM2IxNjQ1XkEyXkFqcGdeQXVyMjg5NTEwNg@@._V1_SX300.jpg,N/A,7.9,"$87,059",N/A
325,Censor,2021,N/A,11 Jun 2021,84 min,"Horror, Mystery",Prano Bailey-Bond,"Prano Bailey-Bond, Anthony Fletcher","Niamh Algar, Michael Smiley, Nicholas Burns","After viewing a strangely familiar video nasty, Enid, a film censor, sets out to solve the past mystery of her sister's disappearance, embarking on a quest that dissolves the line between fiction and reality.",English,https://m.media-amazon.com/images/M/MV5BNzNlZjUwMjItNDc3Ny00NWFhLWEwZDItMTNjMThhZGFiNjYyXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,69,6.0,"$78,689",N/A
326,Mission Stories,2021,N/A,07 May 2021,110 min,Drama,Bryce Clark,"Bryce Clark, Crystal Myler","Joel Bishop, Louis Boakye, Charley Boon",Three short films inspired by true stories from the LDS mission field.,English,https://m.media-amazon.com/images/M/MV5BYThiMzBjMTktMjI5OC00NWQ4LWIyMzYtMjQ1NjdkMGM2MTQ1XkEyXkFqcGdeQXVyMTIwMTA0MDA@._V1_SX300.jpg,N/A,7.6,"$77,115","Nordisk Film- &amp; TV-Fond, Sveriges Television, Zentropa International Sweden, Swedish Film Institute, Yousee, Yleisradio, Film i Väst, Nordisk Film Distribution, Zentropa Entertainments, Danish Film Institute, MEDIA Programme of the European Union, TV2 Danmark, FilmFyn"
327,Undine,2020,Unrated,04 Jun 2021,91 min,"Drama, Fantasy, Mystery",Christian Petzold,Christian Petzold,"Paula Beer, Franz Rogowski, Maryam Zaree","Undine works as a historian lecturing on Berlin's urban development. But when the man she loves leaves her, the ancient myth catches up with her. Undine has to kill the man who betrays her and return to the water.","German, English, Spanish",https://m.media-amazon.com/images/M/MV5BNzNmNmJiNzgtZWViYy00MDk0LWFiNzEtMTA1MWY5NTI4N2M3XkEyXkFqcGdeQXVyNjgzMjY4MDU@._V1_SX300.jpg,75,6.5,"$23,968",N/A
328,Retfærdighedens ryttere,2020,Not Rated,21 May 2021,116 min,"Action, Comedy, Drama",Anders Thomas Jensen,"Anders Thomas Jensen, Nikolaj Arcel","Mads Mikkelsen, Nikolaj Lie Kaas, Andrea Heick Gadeberg","Markus goes home to his teenage daughter, Mathilde, when his wife dies in a tragic train accident. It seems like an accident until a mathematics geek, who was also a fellow passenger on the train, and his two colleagues show up.","Danish, Arabic",https://m.media-amazon.com/images/M/MV5BZWVkNTFmNTQtMGRiZC00NjAwLThjYTgtYmI3ZjA2Zjc1MTM1XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg,81,7.6,N/A,N/A
329,On Broadway,2007,PG,25 Apr 2007,98 min,Drama,Dave McLaughlin,Dave McLaughlin,"Joey McIntyre, Eliza Dushku, Mike O'Malley","Emotionally devastated by the death of his uncle, Boston carpenter Jack O'Toole (McIntyre) writes a play inspired by the man's wake. When nobody will produce the play, Jack quits his job to produce it himself, imagining that this pla",English,https://m.media-amazon.com/images/M/MV5BMTM0MDk0NTAzMF5BMl5BanBnXkFtZTcwMjY0Njk1MQ@@._V1_SX300.jpg,N/A,5.9,"$71,162","Back40 Pictures, Odd Man Out Cinema"
330,CatVideoFest 2020,2020,N/A,22 Feb 2020,75 min,Documentary,Alex P. Kitten,N/A,N/A,"A compilation reel of the latest and best cat videos culled from countless hours of unique submissions and sourced animations, music videos and a classic internet powerhouses.",N/A,N/A,N/A,N/A,N/A,N/A
331,The Killing of Two Lovers,2020,R,14 May 2021,85 min,Drama,Robert Machoian,Robert Machoian,"Clayne Crawford, Sepideh Moafi, Chris Coy",David desperately tries to keep his family of six together during a separation from his wife. They both agree to see other people but David struggles to grapple with his wife's new relationship.,English,https://m.media-amazon.com/images/M/MV5BZTliZWZiNTUtZjM5Yi00NTNiLTk0MzMtYjE1MTA2OTRmZDRmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,83,7.0,"$64,968",N/A
332,Summertime,1955,Approved,07 Nov 1955,100 min,"Drama, Romance",David Lean,"Arthur Laurents, H.E. Bates, David Lean","Katharine Hepburn, Rossano Brazzi, Isa Miranda",An American spinster's dream of romance finally becomes a bittersweet reality when she meets a handsome--but married--Italian man while vacationing in Venice.,"English, Italian",https://m.media-amazon.com/images/M/MV5BZTdmMTRjNTMtYmUzMy00YmE5LWI1ZDYtNGEyYTRkOTIwMTk1XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,N/A,7.2,"$71,611",N/A
333,Language Lessons,2021,N/A,10 Sep 2021,91 min,Drama,Natalie Morales,"Mark Duplass, Natalie Morales","Mark Duplass, Natalie Morales, Desean Terry",A Spanish teacher and her student develop an unexpected friendship.,"English, Spanish",https://m.media-amazon.com/images/M/MV5BY2ZjM2YzYWMtYjk3Mi00ZjRmLThmNDktMTY0NWY0ZDJhYjc1XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,68,7.5,N/A,N/A
334,Été 85,2020,Not Rated,18 Jun 2021,101 min,"Drama, Romance",François Ozon,"Aidan Chambers, François Ozon","Félix Lefebvre, Benjamin Voisin, Philippine Velge","French teenager Alexis's boat capsizes, and he is rescued by David, who ends up as his boyfriend.","French, English",https://m.media-amazon.com/images/M/MV5BM2E0MWU4NjQtNDM5Yy00YjUwLTg4YjAtNDRjYWZkNzIwYzJiXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_SX300.jpg,65,6.9,"$5,855,392",Buena Vista Pictures
335,Demonic,2015,R,10 Oct 2017,83 min,"Horror, Mystery, Thriller",Will Canon,"Max La Bella, Will Canon, Doug Simon","Maria Bello, Frank Grillo, Cody Horn",A police officer and a psychologist investigate the deaths of five people who were killed while trying to summon ghosts.,English,https://m.media-amazon.com/images/M/MV5BY2JmODVmYTYtYTFiMi00Mzg4LTk1M2EtMDVjYzNiY2VlOWZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,5.3,N/A,Blood Orange Pictures
336,The Rescue,1988,PG,05 Aug 1988,97 min,"Action, Adventure, Drama",Ferdinand Fairfax,"Jim Thomas, John Thomas","Kevin Dillon, Christine Harnos, Edward Albert",A group of kids venture into enemy territory in an ambitious attempt to rescue their Navy Seal fathers who were captured during a failed mission in North Korea.,English,https://m.media-amazon.com/images/M/MV5BZjRjMmIxNWQtMzBhMy00MDkyLTk3NDUtNjlhZmYxZDY4YWUwXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_SX300.jpg,N/A,5.5,"$62,080",N/A
337,Silo,2019,N/A,12 Oct 2019,76 min,"Drama, Thriller",Marshall Burnette,"Marshall Burnette, Jason Williamson","Jeremy Holm, Jill Paice, Jack DiFalco",Disaster strikes when teenage Cody becomes the victim of a grain entrapment accident.,N/A,https://m.media-amazon.com/images/M/MV5BOTRmZTFhYmQtNzJjNi00NzVmLWFiMmQtMWExMzE2MzY5MDk1XkEyXkFqcGdeQXVyMjQ0NzcxNjM@._V1_SX300.jpg,43,6.0,"$61,030",N/A
338,Come True,2020,Unrated,12 Mar 2021,105 min,"Horror, Sci-Fi",Anthony Scott Burns,"Anthony Scott Burns, Daniel Weissenberger","Julia Sarah Stone, Landon Liboiron, Carlee Ryski",A teenage runaway takes part in a sleep study that becomes a nightmarish descent into the depths of her mind and a frightening examination of the power of dreams.,English,https://m.media-amazon.com/images/M/MV5BZjUxMTFhYTQtNmRlOS00MGI1LWFlNDItOTIwNmZjNmVkYjk3XkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_SX300.jpg,68,5.9,"$37,965",N/A
